date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:18:41	3956/3956	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2264454cb0-f74%22	https://linhhung.iwedding.info/templates/template135/fonts/lg.woff?n1z373	/Users/hunni/websites/weding/linhhung.iwedding.info/templates/template135/fonts/lgd641.woff	(from https://linhhung.iwedding.info/templates/template135/css/libs.css)
16:18:41	112192/112192	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%2263c75cfe-1b640%22	https://linhhung.iwedding.info/rsvp-template/script.js?v=20231217	/Users/hunni/websites/weding/linhhung.iwedding.info/rsvp-template/script7625.js	(from https://linhhung.iwedding.info/rsvp)
16:18:41	121296/121296	URF---	200	added ('OK%20(cached)')	application/woff2		https://linhhung.iwedding.info/templates/template135/fonts/bootstrap-icons.woff2?24e3eb84d0bcaf83d77f904c78ac1f47	/Users/hunni/websites/weding/linhhung.iwedding.info/templates/template135/fonts/bootstrap-iconsbf04.woff2	(from https://linhhung.iwedding.info/templates/template135/css/libs.css)
16:18:41	173391/173391	URF---	200	added ('OK%20(cached)')	image/jpeg		https://cdn.biihappy.com/ziiweb/default/website/galleries/61990322c41d7b37de534633/large.jpg	/Users/hunni/websites/weding/cdn.biihappy.com/ziiweb/default/website/galleries/61990322c41d7b37de534633/large.jpg	(from https://linhhung.iwedding.info/rsvp)
16:18:42	3880/3880	---M--	200	added ('OK')	application/octet-stream	etag:%2264454cb0-f28%22	https://linhhung.iwedding.info/templates/template135/fonts/lg.ttf?n1z373	/Users/hunni/websites/weding/linhhung.iwedding.info/templates/template135/fonts/lgd641.ttf	(from https://linhhung.iwedding.info/templates/template135/css/libs.css)
16:18:43	164352/164352	UR-MCZ	200	added ('OK')	application/font-woff	etag:W/%2264454cb0-28200%22	https://linhhung.iwedding.info/templates/template135/fonts/bootstrap-icons.woff?24e3eb84d0bcaf83d77f904c78ac1f47	/Users/hunni/websites/weding/linhhung.iwedding.info/templates/template135/fonts/bootstrap-iconsbf04.woff	(from https://linhhung.iwedding.info/templates/template135/css/libs.css)
16:18:43	3956/3956	UR-MCZ	200	added ('OK')	application/font-woff	etag:W/%2264454cb0-f74%22	https://linhhung.iwedding.info/templates/template135/fonts/lg.woff?n1z373	/Users/hunni/websites/weding/linhhung.iwedding.info/templates/template135/fonts/lgd641.woff	(from https://linhhung.iwedding.info/templates/template135/css/libs.css)
16:18:43	4024/4024	UR-MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2264454cb0-fb8%22	https://linhhung.iwedding.info/templates/template135/fonts/lg.eot?n1z373	/Users/hunni/websites/weding/linhhung.iwedding.info/templates/template135/fonts/lgd641.eot	(from https://linhhung.iwedding.info/templates/template135/css/libs.css)
16:18:43	4024/4024	UR-MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2264454cb0-fb8%22	https://linhhung.iwedding.info/templates/template135/fonts/lg.eot?	/Users/hunni/websites/weding/linhhung.iwedding.info/templates/template135/fonts/lgd41d.eot	(from https://linhhung.iwedding.info/templates/template135/css/libs.css)
16:18:45	8855/8855	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264454cb0-2297%22	https://linhhung.iwedding.info/templates/template135/fonts/lg.svg?n1z373	/Users/hunni/websites/weding/linhhung.iwedding.info/templates/template135/fonts/lgd641.svg	(from https://linhhung.iwedding.info/templates/template135/css/libs.css)
16:18:45	5428/5428	---M--	200	added ('OK')	image/png	etag:%2264454cb0-1534%22	https://linhhung.iwedding.info/templates/template135/img/vimeo-play.png	/Users/hunni/websites/weding/linhhung.iwedding.info/templates/template135/img/vimeo-play.png	(from https://linhhung.iwedding.info/templates/template135/css/libs.css)
16:18:46	4526/4526	---M--	200	added ('OK')	image/png	etag:%2264454cb0-11ae%22	https://linhhung.iwedding.info/templates/template135/img/video-play.png	/Users/hunni/websites/weding/linhhung.iwedding.info/templates/template135/img/video-play.png	(from https://linhhung.iwedding.info/templates/template135/css/libs.css)
16:18:47	5177/5177	---M--	200	added ('OK')	image/png	etag:%2264454cb0-1439%22	https://linhhung.iwedding.info/templates/template135/img/youtube-play.png	/Users/hunni/websites/weding/linhhung.iwedding.info/templates/template135/img/youtube-play.png	(from https://linhhung.iwedding.info/templates/template135/css/libs.css)
16:18:48	4178/4178	---M--	200	added ('OK')	image/gif	etag:%2264454cb0-1052%22	https://linhhung.iwedding.info/templates/template135/img/loading.gif	/Users/hunni/websites/weding/linhhung.iwedding.info/templates/template135/img/loading.gif	(from https://linhhung.iwedding.info/templates/template135/css/libs.css)
